timestamp,filename,seconds,dataRate,simTime,packetSize,numberOfUes,00:00 ? 08:00,08:00 ? 12:00,12:00 ? 17:00,17:00 ? 20:00,20:00 ? 00:00
Tue Aug 22 07:52:33 1995,/EnablingTech/Visualization/visualization.html,28353,344.24,4,111,6,,,,,
Tue Aug 22 07:52:34 1995,/wow/mexico/cancun/food1.jpg,28354,568.43,4,479,5,,,,,
Tue Aug 22 07:52:34 1995,/wow/mexico/cancun/tulum4.jpg,28354,590.66,2,189,2,,,,,
Tue Aug 22 07:52:38 1995,/vrml,28358,73.11,3,316,3,,,,,
Tue Aug 22 07:52:39 1995,/EnablingTech/Visualization/rapid_proto.html,28359,235.82,1,175,7,,,,,
Tue Aug 22 07:52:41 1995,/SDSC/Partners/vrml/Images/cube.gif,28361,70.32,2,151,2,,,,,
Tue Aug 22 07:52:41 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28361,534.53,3,323,8,,,,,
Tue Aug 22 07:52:41 1995,/SDSC/Partners/vrml/Images/cone.gif,28361,127.44,4,60,7,,,,,
Tue Aug 22 07:52:41 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28361,450.42,1,380,7,,,,,
Tue Aug 22 07:52:42 1995,/SDSC/Geninfo/copyright.txt,28362,280.35,1,198,1,,,,,
Tue Aug 22 07:52:44 1995,/Home.html,28364,100.1,2,186,6,,,,,
Tue Aug 22 07:52:49 1995,/EnablingTech/Visualization,28369,557.79,4,338,6,,,,,
Tue Aug 22 07:52:52 1995,/images/biglogo.gif,28372,348.38,1,80,8,,,,,
Tue Aug 22 07:52:52 1995,/images/iotw.gif,28372,392.72,4,64,5,,,,,
Tue Aug 22 07:52:53 1995,/images/redbar.gif,28373,186.32,4,440,7,,,,,
Tue Aug 22 07:52:53 1995,/images/blackbar.gif,28373,4.71,4,406,5,,,,,
Tue Aug 22 07:52:55 1995,/EnablingTech,28375,35.9,4,261,3,,,,,
Tue Aug 22 07:52:59 1995,/SDSC/Partners/vrml/software/browsers.html,28379,364.22,2,182,4,,,,,
Tue Aug 22 07:53:07 1995,/EnablingTech/visualization.html,28387,521.9,4,107,4,,,,,
Tue Aug 22 07:53:07 1995,/EnablingTech/Visualization/vrml/webview.html,28387,445.63,2,457,4,,,,,
Tue Aug 22 07:53:08 1995,/images/redbar.gif,28388,186.32,4,440,4,,,,,
Tue Aug 22 07:53:09 1995,/images/logo.gif,28389,280.91,1,95,3,,,,,
Tue Aug 22 07:53:09 1995,/images/blackbar.gif,28389,4.71,4,406,6,,,,,
Tue Aug 22 07:53:12 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview_running_v1.0b1.html,28392,518.95,3,164,6,,,,,
Tue Aug 22 07:53:12 1995,,28392,,,,2,,,,,
Tue Aug 22 07:53:12 1995,,28392,,,,7,,,,,
Tue Aug 22 07:53:15 1995,/EnablingTech/Visualization/vrml/tools/webview/help/menubar.gif,28395,100.43,2,128,2,,,,,
Tue Aug 22 07:53:15 1995,/EnablingTech/Visualization/vrml/tools/webview/help/viewmenu.gif,28395,321.02,2,493,5,,,,,
Tue Aug 22 07:53:15 1995,/EnablingTech/Visualization/vrml/tools/webview/help/filemenu.gif,28395,200.49,1,418,2,,,,,
Tue Aug 22 07:53:15 1995,/Events/vrml95,28395,359.33,1,406,6,,,,,
Tue Aug 22 07:53:16 1995,/Events/vrml95/red_dot.gif,28396,207.26,1,499,4,,,,,
Tue Aug 22 07:53:17 1995,/EnablingTech/Visualization/vrml/tools/webview/help/viewpointsmenu.gif,28397,291.37,3,415,5,,,,,
Tue Aug 22 07:53:18 1995,/EnablingTech/Visualization/vrml/tools/tools.html,28398,144.31,3,125,2,,,,,
Tue Aug 22 07:53:18 1995,/EnablingTech/Visualization/vrml/tools/webview/help/gomenu.gif,28398,503.2,1,358,5,,,,,
Tue Aug 22 07:53:18 1995,/EnablingTech/Visualization/vrml/tools/webview/help/optionsmenu.gif,28398,47.57,1,73,7,,,,,
Tue Aug 22 07:53:19 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,28399,400.6,2,314,5,,,,,
Tue Aug 22 07:53:23 1995,/EnablingTech/Visualization/vrml/tools/webview/help/forward.gif,28403,102.4,3,182,5,,,,,
Tue Aug 22 07:53:24 1995,/EnablingTech/Visualization/vrml/tools/webview/help/reload.gif,28404,29.54,2,200,6,,,,,
Tue Aug 22 07:53:25 1995,/EnablingTech/Visualization/vrml/tools/webview/help/back.gif,28405,294.22,2,221,2,,,,,
Tue Aug 22 07:53:25 1995,/EnablingTech/Visualization/vrml/tools/webview/help/open.gif,28405,12.59,1,155,7,,,,,
Tue Aug 22 07:53:26 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.html,28406,524.45,3,476,7,,,,,
Tue Aug 22 07:53:26 1995,/EnablingTech/Visualization/vrml/tools/webview/help/view.gif,28406,448.15,2,319,7,,,,,
Tue Aug 22 07:53:26 1995,/EnablingTech/Visualization/vrml/tools/webview/help/edit.gif,28406,108.58,3,222,2,,,,,
Tue Aug 22 07:53:26 1995,/SDSC/Partners/vrml/examples.html,28406,68.84,4,229,4,,,,,
Tue Aug 22 07:53:27 1995,/EnablingTech/Visualization/vrml/tools/webview/help/sethome.gif,28407,322.1,1,100,3,,,,,
Tue Aug 22 07:53:28 1995,/EnablingTech/Visualization/vrml/tools/webview/help/seek.gif,28408,419.53,3,171,1,,,,,
Tue Aug 22 07:53:28 1995,/EnablingTech/Visualization/vrml/tools/webview/help/viewall.gif,28408,379.37,3,163,5,,,,,
Tue Aug 22 07:53:38 1995,,28418,,,,6,,,,,
Tue Aug 22 07:53:38 1995,,28418,,,,5,,,,,
Tue Aug 22 07:53:39 1995,/cgi-bin/imagemap.cgi,28419,509.15,3,465,4,,,,,
Tue Aug 22 07:53:40 1995,/services.html,28420,39.7,3,341,8,,,,,
Tue Aug 22 07:53:41 1995,/images/services.gif,28421,582.85,2,446,2,,,,,
Tue Aug 22 07:53:57 1995,/.cache,28437,169.79,3,286,8,,,,,
Tue Aug 22 07:54:01 1995,/vrml,28441,73.11,3,316,7,,,,,
Tue Aug 22 07:54:01 1995,/.cache,28441,169.79,3,286,3,,,,,
Tue Aug 22 07:54:03 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28443,534.53,3,323,7,,,,,
Tue Aug 22 07:54:03 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28443,450.42,1,380,3,,,,,
Tue Aug 22 07:54:03 1995,/SDSC/Partners/vrml/Images/cube.gif,28443,70.32,2,151,2,,,,,
Tue Aug 22 07:54:03 1995,/SDSC/Partners/vrml/Images/cone.gif,28443,127.44,4,60,4,,,,,
Tue Aug 22 07:54:09 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview_building_v1.0b1.html,28449,302.55,1,372,7,,,,,
Tue Aug 22 07:54:16 1995,/SDSC/Partners/vrml/repos_software.html,28456,387.05,2,440,2,,,,,
Tue Aug 22 07:54:18 1995,/IOTW/iotw.html,28458,217.42,2,70,2,,,,,
Tue Aug 22 07:54:19 1995,/wow/mexico/cancun/puerto_m.html,28459,394.94,3,187,6,,,,,
Tue Aug 22 07:54:22 1995,/SDSC/Partners/vrml/software/browsers.html,28462,364.22,2,182,4,,,,,
Tue Aug 22 07:54:22 1995,/images/logo.gif,28462,280.91,1,95,2,,,,,
Tue Aug 22 07:54:24 1995,/images/iotw.gif,28464,392.72,4,64,4,,,,,
Tue Aug 22 07:54:24 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,28464,409.49,1,191,4,,,,,
Tue Aug 22 07:54:28 1995,/wow/mexico/cancun/xel-2.jpg,28468,223.03,2,460,1,,,,,
Tue Aug 22 07:54:30 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview_bugs_v1.0b1.html,28470,595.68,3,255,4,,,,,
Tue Aug 22 07:54:46 1995,,28486,,,,5,,,,,
Tue Aug 22 07:54:46 1995,,28486,,,,5,,,,,
Tue Aug 22 07:54:47 1995,,28487,,,,5,,,,,
Tue Aug 22 07:54:48 1995,,28488,,,,7,,,,,
Tue Aug 22 07:55:10 1995,/vrml,28510,73.11,3,316,1,,,,,
Tue Aug 22 07:55:18 1995,/wow/mexico/cancun/puertoav.jpg,28518,517.87,1,500,8,,,,,
Tue Aug 22 07:55:21 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28521,450.42,1,380,4,,,,,
Tue Aug 22 07:55:21 1995,/SDSC/Partners/vrml/Images/cone.gif,28521,127.44,4,60,4,,,,,
Tue Aug 22 07:55:21 1995,,28521,,,,2,,,,,
Tue Aug 22 07:55:21 1995,,28521,,,,2,,,,,
Tue Aug 22 07:55:21 1995,/SDSC/Research/Comp_Bio/ESA/ESA.html,28521,210.63,4,407,5,,,,,
Tue Aug 22 07:55:23 1995,/SDSC/Research/Comp_Bio/ESA/ESALogo5.GIF,28523,589.47,1,215,5,,,,,
Tue Aug 22 07:55:28 1995,,28528,,,,1,,,,,
Tue Aug 22 07:55:28 1995,,28528,,,,3,,,,,
Tue Aug 22 07:55:31 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28531,534.53,3,323,7,,,,,
Tue Aug 22 07:55:32 1995,/SDSC/Research/Comp_Bio/ESA/FLED/FLED.html,28532,516.22,4,194,4,,,,,
Tue Aug 22 07:55:33 1995,/SDSC/Research/Comp_Bio/ESA/FLED/Images/tree.gif,28533,255.59,3,288,6,,,,,
Tue Aug 22 07:55:33 1995,/SDSC/Research/Comp_Bio/ESA/FLED/Images/ESA_logo.gif,28533,337.09,3,318,7,,,,,
Tue Aug 22 07:55:38 1995,/SDSC/Partners/vrml/software/modelers.html,28538,4.75,2,261,2,,,,,
Tue Aug 22 07:55:42 1995,/SDSC/Research/Comp_Bio/ESA/FLED/ESA_project_summary.html,28542,256.68,1,438,5,,,,,
Tue Aug 22 07:55:48 1995,/SDSC/Research/Comp_Bio/ESA/FLED/ESA_members.html,28548,125.15,3,500,2,,,,,
Tue Aug 22 07:56:02 1995,/SDSC/Partners/vrml/repos_software.html,28562,387.05,2,440,4,,,,,
Tue Aug 22 07:56:03 1995,/SDSC/Partners/vrml/Images/cone.gif,28563,127.44,4,60,5,,,,,
Tue Aug 22 07:56:03 1995,/SDSC/Partners/vrml/Images/cube.gif,28563,70.32,2,151,7,,,,,
Tue Aug 22 07:56:06 1995,,28566,,,,3,,,,,
Tue Aug 22 07:56:06 1995,,28566,,,,8,,,,,
Tue Aug 22 07:56:06 1995,/vrml,28566,73.11,3,316,8,,,,,
Tue Aug 22 07:56:07 1995,/SDSC/Partners/vrml/Images/cone.gif,28567,127.44,4,60,1,,,,,
Tue Aug 22 07:56:07 1995,/SDSC/Partners/vrml/Images/cube.gif,28567,70.32,2,151,5,,,,,
Tue Aug 22 07:56:08 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28568,534.53,3,323,2,,,,,
Tue Aug 22 07:56:08 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28568,450.42,1,380,6,,,,,
Tue Aug 22 07:56:10 1995,/SDSC/Partners/vrml/software/browsers.html,28570,364.22,2,182,1,,,,,
Tue Aug 22 07:56:11 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,28571,409.49,1,191,2,,,,,
Tue Aug 22 07:56:24 1995,/SDSC/Partners/vrml/software/util.html,28584,529.4,1,97,5,,,,,
Tue Aug 22 07:56:28 1995,/vrml,28588,73.11,3,316,3,,,,,
Tue Aug 22 07:56:36 1995,/SDSC/Staff/wilkinsn/sdh3.html,28596,429.07,2,240,7,,,,,
Tue Aug 22 07:56:39 1995,/SDSC/Staff/wilkinsn/images/whiteball.gif,28599,444.61,4,462,2,,,,,
Tue Aug 22 07:56:40 1995,/SDSC/Staff/wilkinsn/images/redball.gif,28600,24.23,3,493,1,,,,,
Tue Aug 22 07:56:40 1995,/SDSC/Staff/wilkinsn/images/hashlogo.gif,28600,242.28,4,240,5,,,,,
Tue Aug 22 07:56:40 1995,/SDSC/Staff/wilkinsn/images/icon.new.gif,28600,280.73,2,61,4,,,,,
Tue Aug 22 07:56:42 1995,,28602,,,,1,,,,,
Tue Aug 22 07:56:42 1995,,28602,,,,3,,,,,
Tue Aug 22 07:56:44 1995,/SC95/registration.html,28604,28.01,4,110,6,,,,,
Tue Aug 22 07:56:53 1995,/SDSC/Partners/vrml/repos_software.html,28613,387.05,2,440,7,,,,,
Tue Aug 22 07:57:00 1995,/,28620,233.89,4,430,5,,,,,
Tue Aug 22 07:57:01 1995,/SC95,28621,350.65,3,381,6,,,,,
Tue Aug 22 07:57:02 1995,/SDSC/Partners/vrml/software/geom_trans.html,28622,568.34,2,419,5,,,,,
Tue Aug 22 07:57:25 1995,/vrml,28645,73.11,3,316,5,,,,,
Tue Aug 22 07:57:29 1995,/SDSC/Partners/vrml/Images/cube.gif,28649,70.32,2,151,8,,,,,
Tue Aug 22 07:57:29 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28649,450.42,1,380,5,,,,,
Tue Aug 22 07:57:29 1995,/SDSC/Partners/vrml/Images/cone.gif,28649,127.44,4,60,1,,,,,
Tue Aug 22 07:57:30 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28650,534.53,3,323,5,,,,,
Tue Aug 22 07:57:33 1995,/vrml,28653,73.11,3,316,4,,,,,
Tue Aug 22 07:57:35 1995,/SDSC/Partners/vrml/Images/cube.gif,28655,70.32,2,151,3,,,,,
Tue Aug 22 07:57:35 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28655,450.42,1,380,1,,,,,
Tue Aug 22 07:57:35 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28655,534.53,3,323,7,,,,,
Tue Aug 22 07:57:35 1995,/SDSC/Partners/vrml/Images/cone.gif,28655,127.44,4,60,3,,,,,
Tue Aug 22 07:57:40 1995,/SDSC/Partners/vrml/software/browsers.html,28660,364.22,2,182,3,,,,,
Tue Aug 22 07:57:41 1995,/SDSC/Partners/vrml/Images/cube.gif,28661,70.32,2,151,3,,,,,
Tue Aug 22 07:57:41 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,28661,409.49,1,191,3,,,,,
Tue Aug 22 07:57:41 1995,/wow/mexico/cancun/can_map.jpg,28661,240.62,2,484,6,,,,,
Tue Aug 22 07:57:50 1995,/EnablingTech/Visualization/vrml/webview.html,28670,445.63,2,457,6,,,,,
Tue Aug 22 07:57:53 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,28673,400.6,2,314,1,,,,,
Tue Aug 22 07:58:16 1995,/surf/surfer_resources.html,28696,537.08,3,470,4,,,,,
Tue Aug 22 07:58:18 1995,/surf/Images/img0079.gif,28698,320.2,3,495,1,,,,,
Tue Aug 22 07:58:23 1995,/SDSC/Partners/vrml/examples.html,28703,68.84,4,229,1,,,,,
Tue Aug 22 07:58:24 1995,/surf/Images/img0012.gif,28704,245.04,1,69,2,,,,,
Tue Aug 22 07:58:27 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,28707,409.49,1,191,2,,,,,
Tue Aug 22 07:58:39 1995,/EnablingTech/Visualization/vrml/tools/fract/index.html,28719,200.9,2,433,6,,,,,
Tue Aug 22 07:58:42 1995,/EnablingTech/Visualization/vrml/tools/fract/fract_icon.jpg,28722,14.46,4,61,1,,,,,
Tue Aug 22 07:58:42 1995,/EnablingTech/Visualization/vrml/tools/fract/julia_icon.jpg,28722,359.65,1,242,3,,,,,
Tue Aug 22 07:58:57 1995,/SDSC/Staff/guzmanv/guzmanv.html,28737,537.06,3,347,6,,,,,
Tue Aug 22 07:58:59 1995,/images/logo.gif,28739,280.91,1,95,5,,,,,
Tue Aug 22 07:58:59 1995,/SDSC/Staff/guzmanv/Pics/at_work_icon.gif,28739,393.54,4,155,1,,,,,
Tue Aug 22 07:58:59 1995,/SDSC/Staff/guzmanv/Bkgrounds/greenwhite_paper.gif,28739,182.55,3,108,7,,,,,
Tue Aug 22 07:58:59 1995,/SDSC/Partners/vrml/repos_software.html,28739,387.05,2,440,6,,,,,
Tue Aug 22 07:58:59 1995,/SDSC/Partners/vrml/software/browsers.html,28739,364.22,2,182,7,,,,,
Tue Aug 22 07:59:00 1995,/EnablingTech/Visualization/vrml/tools/fract/julia.html,28740,35.88,1,376,4,,,,,
Tue Aug 22 07:59:07 1995,/EnablingTech/Visualization/vrml/tools/fract/julia3.jpg,28747,466.7,2,130,8,,,,,
Tue Aug 22 07:59:07 1995,/EnablingTech/Visualization/vrml/tools/fract/julia4.jpg,28747,276.22,3,499,7,,,,,
Tue Aug 22 07:59:10 1995,/SDSC/Partners/vrml/Images/cone.gif,28750,127.44,4,60,4,,,,,
Tue Aug 22 07:59:11 1995,/SDSC/Partners/vrml/Images/cube.gif,28751,70.32,2,151,3,,,,,
Tue Aug 22 07:59:11 1995,/SDSC/Staff/guzmanv/interest.html,28751,503.52,2,107,2,,,,,
Tue Aug 22 07:59:12 1995,/SDSC/Staff/guzmanv/Pics/ball.gif,28752,36.49,1,347,5,,,,,
Tue Aug 22 07:59:12 1995,/SDSC/Staff/guzmanv/Pics/shades.gif,28752,567.88,2,143,6,,,,,
Tue Aug 22 07:59:23 1995,/EnablingTech/Visualization/vrml/tools/fract/julia5.jpg,28763,238.15,1,120,8,,,,,
Tue Aug 22 07:59:35 1995,/SDSC/Partners/vrml/examples.html,28775,68.84,4,229,3,,,,,
Tue Aug 22 07:59:37 1995,/SDSC/Partners/vrml/Images/cone.gif,28777,127.44,4,60,4,,,,,
Tue Aug 22 07:59:37 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,28777,409.49,1,191,1,,,,,
Tue Aug 22 07:59:49 1995,/SC95,28789,350.65,3,381,5,,,,,
Tue Aug 22 07:59:52 1995,/SC95/Images/logo.gif,28792,217.35,1,187,4,,,,,
Tue Aug 22 07:59:53 1995,/SC95/Images/yellow_button.gif,28793,19.37,2,285,5,,,,,
Tue Aug 22 07:59:54 1995,/SC95/Images/reddot_button.gif,28794,407.97,4,372,7,,,,,
Tue Aug 22 07:59:56 1995,/SC95/Images/redcheck_button.gif,28796,231.41,4,192,8,,,,,
Tue Aug 22 07:59:57 1995,/SC95/Images/stripe_button.gif,28797,296.5,2,408,7,,,,,
Tue Aug 22 07:59:59 1995,/CompSci/Xtal/Bm/bm.html,28799,390.17,3,331,1,,,,,
Tue Aug 22 08:00:03 1995,/SDSC/Partners/vrml/software/browsers.html,28803,364.22,2,182,7,,,,,
Tue Aug 22 08:00:04 1995,/SC95/exhibit.html,28804,217.28,2,86,10,,,,,
Tue Aug 22 08:00:17 1995,/CCMS/Packages/xtalview.html,28817,13.41,3,270,2,,,,,
Tue Aug 22 08:00:19 1995,/vrml,28819,73.11,3,316,11,,,,,
Tue Aug 22 08:00:20 1995,/Parts_Collabs/CCMS/Images/ccms_tiny.gif,28820,159.76,1,120,8,,,,,
Tue Aug 22 08:00:20 1995,/images/sdsc_logo_tiny.gif,28820,76.63,3,482,11,,,,,
Tue Aug 22 08:00:22 1995,/SDSC/Partners/vrml/Images/cone.gif,28822,127.44,4,60,11,,,,,
Tue Aug 22 08:00:22 1995,/SDSC/Partners/vrml/Images/cube.gif,28822,70.32,2,151,8,,,,,
Tue Aug 22 08:00:22 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28822,450.42,1,380,11,,,,,
Tue Aug 22 08:00:22 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28822,534.53,3,323,8,,,,,
Tue Aug 22 08:00:30 1995,/SC95,28830,350.65,3,381,7,,,,,
Tue Aug 22 08:00:30 1995,/SDSC/Partners/vrml/examples.html,28830,68.84,4,229,7,,,,,
Tue Aug 22 08:00:32 1995,/SC95/Images/reddot_button.gif,28832,407.97,4,372,6,,,,,
Tue Aug 22 08:00:32 1995,/SC95/Images/redcheck_button.gif,28832,231.41,4,192,1,,,,,
Tue Aug 22 08:00:34 1995,/SC95/Images/logo.gif,28834,217.35,1,187,9,,,,,
Tue Aug 22 08:00:34 1995,/SDSC/Partners/vrml/Images/cube.gif,28834,70.32,2,151,3,,,,,
Tue Aug 22 08:00:34 1995,/SDSC/Partners/vrml/Images/cone.gif,28834,127.44,4,60,3,,,,,
Tue Aug 22 08:00:34 1995,/SC95/Images/yellow_button.gif,28834,19.37,2,285,5,,,,,
Tue Aug 22 08:00:34 1995,/SC95/Images/stripe_button.gif,28834,296.5,2,408,2,,,,,
Tue Aug 22 08:00:34 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,28834,409.49,1,191,1,,,,,
Tue Aug 22 08:00:41 1995,/SDSC/Partners/vrml/repos_software.html,28841,387.05,2,440,10,,,,,
Tue Aug 22 08:00:43 1995,,28843,,,,6,,,,,
Tue Aug 22 08:00:43 1995,,28843,,,,6,,,,,
Tue Aug 22 08:00:47 1995,/SDSC/Partners/vrml/software/browsers.html,28847,364.22,2,182,5,,,,,
Tue Aug 22 08:00:49 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,28849,409.49,1,191,8,,,,,
Tue Aug 22 08:01:05 1995,/CCMS/Packages/xtalmgr.html,28865,256.29,4,418,3,,,,,
Tue Aug 22 08:01:07 1995,/Parts_Collabs/CCMS/Images/xtalmgr.gif,28867,313.11,1,453,5,,,,,
Tue Aug 22 08:01:07 1995,/Parts_Collabs/CCMS/Images/at_work.gif,28867,321.39,2,234,1,,,,,
Tue Aug 22 08:01:09 1995,/SDSC/Staff/guzmanv/interest.html,28869,503.52,2,107,3,,,,,
Tue Aug 22 08:01:11 1995,/SDSC/Staff/guzmanv/Pics/at_work_icon.gif,28871,393.54,4,155,7,,,,,
Tue Aug 22 08:01:11 1995,/SDSC/Staff/guzmanv/Pics/ball.gif,28871,36.49,1,347,9,,,,,
Tue Aug 22 08:01:16 1995,/images/logo.gif,28876,280.91,1,95,1,,,,,
Tue Aug 22 08:01:18 1995,/vrml,28878,73.11,3,316,9,,,,,
Tue Aug 22 08:01:23 1995,/SDSC/Partners/vrml/software/browsers.html,28883,364.22,2,182,10,,,,,
Tue Aug 22 08:01:25 1995,/SDSC/Geninfo/Internet/books,28885,58.36,2,398,11,,,,,
Tue Aug 22 08:01:25 1995,/images/blackbar.gif,28885,4.71,4,406,5,,,,,
Tue Aug 22 08:01:26 1995,/images/redbar.gif,28886,186.32,4,440,2,,,,,
Tue Aug 22 08:01:27 1995,/images/copyright.xbm,28887,42.65,4,211,5,,,,,
Tue Aug 22 08:01:31 1995,/vrml,28891,73.11,3,316,1,,,,,
Tue Aug 22 08:01:33 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,28893,450.42,1,380,2,,,,,
Tue Aug 22 08:01:34 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,28894,534.53,3,323,2,,,,,
Tue Aug 22 08:01:34 1995,/SDSC/Partners/vrml/Images/cone.gif,28894,127.44,4,60,3,,,,,
Tue Aug 22 08:01:34 1995,/SDSC/Partners/vrml/Images/cube.gif,28894,70.32,2,151,11,,,,,
Tue Aug 22 08:01:34 1995,/SDSC/Geninfo/Internet/books,28894,58.36,2,398,9,,,,,
Tue Aug 22 08:01:53 1995,/Services/Vislab/hardcopy.html,28913,501.99,3,444,7,,,,,
Tue Aug 22 08:02:01 1995,/SDSC/Staff/guzmanv/interest.html,28921,503.52,2,107,10,,,,,
Tue Aug 22 08:02:02 1995,/SDSC/Staff/guzmanv/Pics/at_work_icon.gif,28922,393.54,4,155,2,,,,,
Tue Aug 22 08:02:03 1995,/SDSC/Staff/guzmanv/Pics/shades.gif,28923,567.88,2,143,4,,,,,
Tue Aug 22 08:02:06 1995,/wow/mexico/cancun/puerto_a.html,28926,400.07,4,289,4,,,,,
Tue Aug 22 08:02:10 1995,/wow/mexico/cancun/puertoav.jpg,28930,517.87,1,500,2,,,,,
Tue Aug 22 08:02:40 1995,/EnablingTech/Visualization/vrml/tools/fract/julia1.wrl,28960,252.83,3,299,1,,,,,
Tue Aug 22 08:02:55 1995,/ucsd.html,28975,246.99,4,264,2,,,,,
Tue Aug 22 08:02:57 1995,/images/blackbar.gif,28977,4.71,4,406,3,,,,,
Tue Aug 22 08:03:08 1995,,28988,,,,5,,,,,
Tue Aug 22 08:03:08 1995,,28988,,,,2,,,,,
Tue Aug 22 08:03:10 1995,/cgi-bin/imagemap.cgi,28990,509.15,3,465,11,,,,,
Tue Aug 22 08:03:11 1995,/pub_news.html,28991,128.41,3,449,11,,,,,
Tue Aug 22 08:03:13 1995,/images/pub_news.gif,28993,227.91,3,74,11,,,,,
Tue Aug 22 08:03:35 1995,/surf/surfer_resources.html,29015,537.08,3,470,2,,,,,
Tue Aug 22 08:03:44 1995,/cgi-bin/imagemap.cgi,29024,509.15,3,465,10,,,,,
Tue Aug 22 08:03:46 1995,/education.html,29026,337.55,1,259,3,,,,,
Tue Aug 22 08:03:46 1995,/images/sdsc_logo.gif,29026,526.42,3,177,5,,,,,
Tue Aug 22 08:03:46 1995,/SDSC/Reuseables/icons/ball.blue.gif,29026,65.47,1,346,11,,,,,
Tue Aug 22 08:03:47 1995,/images/education.gif,29027,562.44,4,230,4,,,,,
Tue Aug 22 08:03:51 1995,/Events/GIW/GIW.html,29031,52.57,4,203,1,,,,,
Tue Aug 22 08:03:52 1995,/images/sdsc_logo.gif,29032,526.42,3,177,1,,,,,
Tue Aug 22 08:03:52 1995,/SDSC/Reuseables/icons/ball.green.gif,29032,2.48,4,278,7,,,,,
Tue Aug 22 08:03:56 1995,/vrml,29036,73.11,3,316,7,,,,,
Tue Aug 22 08:03:58 1995,/SDSC/Partners/vrml/Images/cube.gif,29038,70.32,2,151,4,,,,,
Tue Aug 22 08:03:58 1995,/SDSC/Partners/vrml/Images/cone.gif,29038,127.44,4,60,3,,,,,
Tue Aug 22 08:03:58 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,29038,450.42,1,380,9,,,,,
Tue Aug 22 08:03:58 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,29038,534.53,3,323,4,,,,,
Tue Aug 22 08:04:03 1995,,29043,,,,3,,,,,
Tue Aug 22 08:04:03 1995,,29043,,,,5,,,,,
Tue Aug 22 08:04:08 1995,/SDSC/Partners/vrml/repos_software.html,29048,387.05,2,440,7,,,,,
Tue Aug 22 08:04:10 1995,/SDSC/Partners/vrml/Images/cube.gif,29050,70.32,2,151,1,,,,,
Tue Aug 22 08:04:10 1995,/SDSC/Partners/vrml/Images/cone.gif,29050,127.44,4,60,4,,,,,
Tue Aug 22 08:04:13 1995,/SDSC/Partners/vrml/examples.html,29053,68.84,4,229,7,,,,,
Tue Aug 22 08:04:17 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,29057,409.49,1,191,3,,,,,
Tue Aug 22 08:04:19 1995,/SDSC/Partners/vrml/software/browsers.html,29059,364.22,2,182,8,,,,,
Tue Aug 22 08:04:19 1995,/vrml,29059,73.11,3,316,3,,,,,
Tue Aug 22 08:04:21 1995,/SDSC/Partners/vrml/Images/cube.gif,29061,70.32,2,151,6,,,,,
Tue Aug 22 08:04:21 1995,/SDSC/Staff/caputog/caputog.html,29061,264.05,4,396,3,,,,,
Tue Aug 22 08:04:21 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,29061,409.49,1,191,2,,,,,
Tue Aug 22 08:04:21 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,29061,450.42,1,380,9,,,,,
Tue Aug 22 08:04:22 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,29062,534.53,3,323,11,,,,,
Tue Aug 22 08:04:23 1995,/SDSC/Staff/caputog/caputog2.gif,29063,543.59,2,184,5,,,,,
Tue Aug 22 08:04:24 1995,/SDSC/Partners/vrml,29064,350.2,4,255,6,,,,,
Tue Aug 22 08:04:27 1995,/SDSC/Partners/vrml/Images/cone.gif,29067,127.44,4,60,4,,,,,
